Year_Birth,Education,Marital_Status,Income,Dt_Customer,Recency,NumWebVisitsMonth,Complain,Response,Children,Expenses,TotalAcceptedCmp,NumTotalPurchases,Total_Engaged_Days
1954,Post Graduate,Single,74637.0,2013-05-18,73,3,0,0,0,1650,1,25,593
1955,Post Graduate,In Relationship,46015.0,2014-04-13,25,7,0,0,2,46,2,5,263
1993,Post Graduate,Single,72354.0,2013-04-17,67,1,0,0,0,1228,0,19,624
1969,Post Graduate,Single,39858.0,2013-01-24,67,6,0,1,1,95,0,7,707
1948,Post Graduate,In Relationship,34469.0,2014-04-05,58,4,0,0,2,62,0,9,271
1986,Post Graduate,In Relationship,83033.0,2014-05-18,82,5,0,0,1,1761,1,26,228
1979,Post Graduate,In Relationship,24401.0,2012-08-31,98,8,0,0,0,467,0,16,853
1978,Post Graduate,In Relationship,77583.0,2014-10-02,93,2,0,0,0,1149,1,19,91
1982,Post Graduate,Single,74116.0,2013-12-30,53,2,0,0,0,2052,1,19,367
1993,Post Graduate,Single,74293.0,2014-04-05,66,2,0,0,0,1127,0,16,271
1976,Post Graduate,In Relationship,68397.0,2013-11-17,6,3,0,0,1,1416,0,21,410
1974,Post Graduate,In Relationship,79632.0,2014-08-04,42,2,0,0,0,1113,0,20,150
1989,Post Graduate,Single,46107.0,2014-10-02,78,3,0,0,1,125,0,7,91
1951,Post Graduate,Single,64950.0,2012-12-08,29,7,0,0,1,966,1,25,754
1989,Under Graduate,In Relationship,25443.0,2012-12-22,82,8,0,0,1,32,0,5,740
1952,Post Graduate,Single,75127.0,2014-05-22,92,1,0,0,0,833,0,19,224
1971,Post Graduate,In Relationship,32892.0,2014-05-25,78,8,0,0,1,46,0,8,221
1971,Post Graduate,In Relationship,71796.0,2013-10-24,54,4,0,0,0,960,0,17,434
1970,Post Graduate,In Relationship,67536.0,2013-05-22,45,8,0,0,1,1829,1,30,589
1971,Post Graduate,Single,55239.0,2013-07-14,59,5,0,0,1,779,0,26,536
1975,Post Graduate,Single,60554.0,2013-09-08,8,6,0,0,1,811,0,23,480
1952,Post Graduate,Single,64831.0,2013-10-06,51,6,0,0,2,1120,0,22,452
1962,Post Graduate,In Relationship,56067.0,2013-07-20,51,5,0,0,1,725,0,20,530
1983,Post Graduate,Single,82025.0,2013-05-28,76,1,0,1,0,1187,1,12,583
1953,Post Graduate,In Relationship,94384.0,2013-04-03,62,2,0,1,0,2302,3,18,638
1986,Under Graduate,Single,14906.0,2012-12-22,86,7,0,0,0,66,0,9,740
1987,Post Graduate,In Relationship,51563.0,2012-01-10,60,8,0,0,0,1250,2,19,1087
1982,Post Graduate,In Relationship,57937.0,2014-02-16,56,3,0,0,1,683,0,20,319
1979,Post Graduate,Single,68274.0,2013-09-30,83,3,0,0,2,305,0,13,458
1977,Post Graduate,In Relationship,39771.0,2013-06-12,92,4,0,0,1,50,0,6,568
1975,Post Graduate,Single,67893.0,2012-01-10,31,8,0,0,1,995,0,16,1087
1979,Post Graduate,In Relationship,27922.0,2014-10-05,80,4,0,0,1,41,0,6,88
1976,Post Graduate,In Relationship,52190.0,2014-08-05,39,5,0,0,2,77,1,9,149
1973,Post Graduate,Single,44051.0,2013-01-29,20,6,0,1,2,171,0,12,702
1971,Post Graduate,Single,42767.0,2013-11-05,53,8,0,0,2,131,0,7,422
1976,Post Graduate,In Relationship,46106.0,2014-11-05,84,6,0,0,2,54,0,5,57
1976,Post Graduate,In Relationship,16927.0,2013-10-02,50,8,0,0,2,53,0,12,456
1965,Post Graduate,In Relationship,59754.0,2012-01-12,96,5,0,1,1,475,0,16,1085
1952,Post Graduate,Single,53700.0,2012-08-17,94,5,0,0,1,694,0,22,867
1973,Post Graduate,In Relationship,59041.0,2014-07-05,25,5,0,0,2,96,0,8,180
1957,Post Graduate,Single,54237.0,2013-04-27,48,6,0,0,1,361,0,16,614
1967,Post Graduate,Single,70647.0,2012-09-21,65,2,0,0,1,1079,0,26,832
1962,Post Graduate,Single,52597.0,2014-07-05,69,5,0,0,1,578,0,20,180
1969,Post Graduate,In Relationship,41021.0,2012-12-30,12,6,0,1,1,64,0,7,732
1975,Post Graduate,In Relationship,40233.0,2013-10-14,84,6,0,0,1,149,0,13,444
1980,Post Graduate,In Relationship,50183.0,2014-06-25,47,5,0,0,2,231,0,17,190
1959,Post Graduate,In Relationship,54753.0,2013-12-09,87,4,0,0,1,728,0,21,388
1973,Post Graduate,In Relationship,92955.0,2013-08-19,35,2,0,1,0,1778,2,23,500
1973,Post Graduate,In Relationship,33471.0,2012-12-10,47,7,0,0,1,93,0,10,752
1974,Post Graduate,In Relationship,34596.0,2013-04-13,48,8,0,1,1,23,0,4,628
1980,Post Graduate,In Relationship,44010.0,2012-10-13,46,9,0,0,1,662,0,24,810
1988,Post Graduate,In Relationship,84219.0,2014-02-02,27,1,0,0,0,1198,0,18,333
1968,Post Graduate,In Relationship,40706.0,2013-01-17,37,7,0,0,3,81,0,11,714
1988,Post Graduate,In Relationship,15716.0,2012-12-11,8,8,1,0,1,92,0,10,751
1959,Post Graduate,Single,59052.0,2013-11-17,29,5,0,0,1,491,0,18,410
1971,Post Graduate,In Relationship,80573.0,2012-10-14,85,2,0,0,0,1564,0,24,809
1962,Post Graduate,In Relationship,83715.0,2014-03-02,2,0,0,0,0,926,0,24,305
1959,Post Graduate,In Relationship,82576.0,2012-01-08,66,1,0,0,0,1910,1,19,1089
1965,Post Graduate,In Relationship,56962.0,2013-11-10,60,7,0,0,3,411,0,21,417
1952,Post Graduate,In Relationship,35704.0,2014-03-01,54,4,0,0,2,94,0,9,306
1954,Post Graduate,In Relationship,53103.0,2013-12-09,70,7,0,0,1,1085,1,28,388
1960,Post Graduate,Single,46779.0,2013-12-07,55,4,0,0,2,23,0,4,390
1965,Post Graduate,Single,4861.0,2014-06-22,20,14,0,0,0,6,0,0,193
1979,Post Graduate,Single,33462.0,2013-07-08,78,7,0,0,1,54,0,6,542
1978,Post Graduate,Single,63693.0,2013-10-14,63,6,0,0,1,1150,0,29,444
1950,Post Graduate,In Relationship,80763.0,2013-08-15,17,3,0,1,0,1415,2,23,504
1974,Post Graduate,In Relationship,65352.0,2013-08-21,43,4,0,0,1,405,0,16,498
1978,Post Graduate,In Relationship,82170.0,2013-11-25,13,2,0,0,0,1908,0,19,402
1969,Post Graduate,In Relationship,75759.0,2013-10-25,46,5,0,1,0,2486,3,26,433
1976,Post Graduate,Single,79689.0,2013-12-05,65,2,0,0,0,1315,0,27,392
1956,Post Graduate,Single,35340.0,2014-06-29,1,5,0,0,2,45,0,7,186
1954,Post Graduate,Single,85683.0,2014-03-21,6,1,0,1,0,1789,4,17,286
1972,Post Graduate,In Relationship,24884.0,2012-11-29,32,7,0,0,1,19,0,4,763
1981,Post Graduate,In Relationship,42021.0,2012-08-31,34,9,0,0,1,573,1,22,853
1989,Post Graduate,Single,64449.0,2014-02-18,70,4,0,0,1,805,0,24,317
1954,Post Graduate,Single,64587.0,2014-06-22,49,3,0,0,2,108,0,8,193
1995,Post Graduate,Single,34824.0,2014-03-26,65,6,0,0,0,23,0,4,281
1978,Post Graduate,In Relationship,75437.0,2013-09-11,25,6,0,0,0,1493,1,23,477
1957,Post Graduate,In Relationship,26091.0,2014-02-25,84,5,0,0,2,89,0,9,310
1973,Post Graduate,In Relationship,52845.0,2013-08-13,7,6,0,0,1,936,1,25,506
1956,Post Graduate,Single,46086.0,2013-03-11,34,4,0,0,1,343,0,16,661
1956,Post Graduate,Single,78028.0,2012-10-09,38,7,0,1,1,528,2,20,814
1987,Post Graduate,Single,95169.0,2013-09-10,1,1,0,1,0,1901,2,12,478
1981,Post Graduate,In Relationship,56337.0,2013-03-27,25,8,0,1,2,724,2,22,645
1987,Post Graduate,In Relationship,22434.0,2013-02-13,25,8,0,0,1,58,0,7,687
1954,Post Graduate,In Relationship,36930.0,2013-05-17,50,8,0,0,1,297,0,16,594
1954,Post Graduate,Single,36130.0,2013-02-02,46,4,0,1,1,488,1,21,698
1953,Post Graduate,In Relationship,65569.0,2012-05-11,96,3,0,0,1,859,0,23,965
1952,Post Graduate,In Relationship,83844.0,2013-12-05,57,1,0,0,0,1574,1,20,392
1968,Post Graduate,In Relationship,19514.0,2014-01-26,47,8,0,0,2,69,1,10,340
1963,Post Graduate,Single,36736.0,2013-10-05,52,6,0,0,2,17,0,4,453
1979,Post Graduate,In Relationship,77568.0,2012-08-25,30,5,0,0,1,2194,3,21,859
1976,Post Graduate,In Relationship,49187.0,2014-11-01,63,2,0,0,1,116,0,8,61
1978,Post Graduate,Single,30168.0,2013-07-03,51,9,0,0,1,279,0,18,547
1968,Post Graduate,In Relationship,34053.0,2012-10-09,14,8,0,0,1,103,0,7,814
1971,Post Graduate,In Relationship,38196.0,2014-04-18,20,5,0,0,2,44,0,9,258
1951,Post Graduate,In Relationship,59412.0,2014-04-19,56,3,0,0,0,406,0,15,257
1965,Post Graduate,In Relationship,70924.0,2014-07-04,41,3,0,0,0,1363,1,20,181
1969,Post Graduate,In Relationship,54165.0,2013-05-28,72,2,0,0,0,236,0,11,583
1973,Post Graduate,In Relationship,32300.0,2013-03-01,1,8,0,0,1,39,0,5,671
1976,Post Graduate,Single,20180.0,2013-02-20,27,7,0,0,0,137,0,8,680
1973,Post Graduate,In Relationship,34961.0,2014-06-19,77,7,0,0,1,79,0,10,196
1974,Post Graduate,In Relationship,28440.0,2013-07-07,87,8,0,0,1,63,0,6,543
1953,Post Graduate,In Relationship,64504.0,2013-04-03,81,7,0,1,3,1314,0,25,638
1966,Post Graduate,In Relationship,33564.0,2014-06-24,51,5,0,0,1,71,0,6,191
1978,Post Graduate,In Relationship,17345.0,2012-03-11,79,8,0,0,1,58,0,7,1026
1967,Post Graduate,In Relationship,56320.0,2013-08-04,11,4,0,0,1,702,0,21,515
1978,Post Graduate,Single,28647.0,2013-08-21,54,7,0,1,1,94,1,7,498
1987,Under Graduate,Single,15038.0,2013-01-29,93,9,0,0,1,80,0,7,702
1958,Post Graduate,Single,32173.0,2013-01-08,0,4,0,0,1,22,0,5,723
1964,Post Graduate,In Relationship,68316.0,2012-04-11,54,6,0,0,1,1211,0,32,995
1971,Post Graduate,In Relationship,74538.0,2013-06-29,21,3,0,1,0,1461,1,22,551
1971,Post Graduate,Single,91700.0,2013-01-17,58,3,0,1,0,1968,0,20,714
1969,Post Graduate,In Relationship,68695.0,2014-06-25,3,2,0,0,0,1091,0,16,190
1977,Post Graduate,In Relationship,31056.0,2013-01-22,99,8,0,0,1,55,0,5,709
1973,Post Graduate,In Relationship,79593.0,2014-12-05,70,2,0,0,0,1366,1,19,27
1980,Post Graduate,Single,28071.0,2012-08-29,65,8,0,0,0,313,0,13,855
1958,Post Graduate,In Relationship,37334.0,2014-02-26,44,4,0,0,2,62,0,11,309
1972,Post Graduate,Single,46423.0,2013-09-18,6,7,0,0,2,92,0,9,470
1971,Post Graduate,In Relationship,37126.0,2014-03-30,9,6,0,1,1,72,1,6,277
1953,Post Graduate,In Relationship,47703.0,2013-05-29,95,5,0,0,1,655,0,21,582
1959,Post Graduate,In Relationship,61180.0,2014-04-23,70,3,0,0,1,704,1,18,253
1954,Post Graduate,In Relationship,38998.0,2012-03-11,92,8,1,0,2,54,0,8,1026
1991,Post Graduate,Single,8028.0,2012-09-18,62,19,0,0,0,178,0,16,835
1962,Post Graduate,In Relationship,76081.0,2014-05-23,85,2,0,0,0,1033,1,14,223
1986,Post Graduate,In Relationship,34728.0,2013-07-30,2,6,0,1,1,36,0,5,520
1965,Post Graduate,Single,33168.0,2012-10-13,0,7,0,0,1,122,0,10,810
1966,Post Graduate,In Relationship,33585.0,2013-09-25,91,4,0,0,1,122,0,7,463
1960,Post Graduate,In Relationship,77037.0,2013-10-13,3,3,0,0,1,1123,0,27,445
1984,Post Graduate,In Relationship,35196.0,2012-11-13,68,8,0,1,1,497,0,18,779
1966,Post Graduate,In Relationship,44529.0,2013-05-07,98,5,0,0,1,691,1,25,604
1965,Post Graduate,In Relationship,70924.0,2014-07-04,41,3,0,0,0,1363,1,20,181
1966,Post Graduate,In Relationship,28764.0,2014-05-06,16,8,0,0,2,12,1,4,240
1949,Post Graduate,In Relationship,69098.0,2013-02-16,82,5,0,0,0,2440,0,25,684
1970,Post Graduate,Single,25959.0,2013-02-14,1,6,0,1,2,56,0,7,686
1983,Post Graduate,In Relationship,27100.0,2013-05-04,64,7,0,0,1,37,0,5,607
1985,Post Graduate,Single,70596.0,2012-05-10,68,2,0,0,0,968,0,21,966
1974,Post Graduate,In Relationship,42557.0,2012-08-29,98,8,0,0,1,270,0,15,855
1951,Post Graduate,In Relationship,53312.0,2013-09-08,32,7,0,0,0,278,0,12,480
1952,Post Graduate,Single,72228.0,2012-11-27,87,3,0,0,0,1250,0,22,765
1987,Post Graduate,In Relationship,67605.0,2013-03-31,84,1,0,0,0,938,0,17,641
1949,Post Graduate,In Relationship,62845.0,2012-01-10,3,8,0,0,2,1178,1,28,1087
1958,Post Graduate,In Relationship,65196.0,2013-07-25,34,5,0,0,2,1155,1,26,525
1987,Post Graduate,Single,42000.0,2013-10-01,23,5,0,1,0,653,0,20,457
1973,Post Graduate,Single,35860.0,2014-05-19,37,5,0,0,2,49,1,6,227
1964,Post Graduate,In Relationship,65526.0,2014-11-04,22,2,0,0,1,506,0,17,58
1961,Post Graduate,In Relationship,16860.0,2012-12-09,19,7,0,0,2,38,0,8,753
1992,Post Graduate,Single,83528.0,2014-01-05,7,1,0,1,0,1650,2,23,361
1965,Post Graduate,Single,64176.0,2012-03-08,52,6,0,0,1,1826,0,33,1029
1956,Post Graduate,Single,22304.0,2012-04-08,91,8,0,0,0,18,0,4,998
1978,Post Graduate,In Relationship,67023.0,2014-04-03,93,2,1,0,0,906,0,24,273
1971,Post Graduate,In Relationship,32892.0,2014-05-25,78,8,0,0,1,46,0,8,221
1966,Post Graduate,In Relationship,70713.0,2012-03-12,23,3,0,0,1,1477,0,25,1025
1955,Post Graduate,In Relationship,59925.0,2012-11-30,83,6,0,0,1,766,0,23,762
1953,Post Graduate,In Relationship,39722.0,2014-02-24,92,5,0,0,1,47,0,7,311
1958,Post Graduate,In Relationship,46610.0,2013-07-18,4,6,0,0,0,467,0,14,532
1961,Post Graduate,In Relationship,88347.0,2013-03-07,32,1,0,0,0,2116,1,21,665
1981,Post Graduate,In Relationship,87171.0,2013-01-05,27,2,0,0,0,1298,2,25,726
1976,Post Graduate,In Relationship,26907.0,2013-08-20,10,7,0,0,2,22,0,6,499
1968,Post Graduate,Single,50014.0,2014-01-22,9,5,0,0,1,396,0,15,344
1978,Post Graduate,In Relationship,41014.0,2013-04-22,65,7,0,0,1,20,0,4,619
1965,Post Graduate,Single,66294.0,2014-03-17,68,2,0,0,0,967,0,13,290
1971,Post Graduate,In Relationship,36715.0,2012-11-17,16,9,0,1,1,357,0,19,775
1956,Post Graduate,In Relationship,79456.0,2012-08-22,12,3,0,1,0,1401,0,16,862
1982,Post Graduate,In Relationship,40479.0,2013-08-17,95,4,0,0,1,15,0,4,502
1970,Post Graduate,Single,75345.0,2013-02-02,16,3,0,1,0,2087,1,20,698
1977,Post Graduate,In Relationship,54233.0,2013-04-02,46,8,0,0,1,981,0,26,639
1970,Post Graduate,Single,24163.0,2013-12-10,3,4,0,0,2,17,0,6,387
1958,Post Graduate,In Relationship,84460.0,2013-04-01,80,5,0,1,0,523,4,22,640
1983,Post Graduate,In Relationship,43776.0,2014-03-05,77,6,0,0,1,23,0,4,302
1958,Post Graduate,Single,71691.0,2014-03-17,0,2,0,1,0,1192,0,17,290
1973,Post Graduate,In Relationship,85844.0,2014-05-29,62,2,0,0,0,1958,1,20,217
1974,Post Graduate,Single,39190.0,2014-04-26,91,5,0,0,1,133,0,9,250
1959,Post Graduate,In Relationship,71367.0,2013-08-23,24,2,0,0,0,777,0,17,496
1972,Post Graduate,Single,38578.0,2013-06-22,2,8,0,0,2,73,0,9,558
1965,Post Graduate,In Relationship,57236.0,2014-12-03,22,3,0,0,2,121,0,10,29
1979,Post Graduate,Single,61825.0,2013-07-08,56,4,0,0,1,424,0,15,542
1958,Post Graduate,Single,79803.0,2014-02-06,54,1,0,0,1,868,0,13,329
1986,Post Graduate,Single,80910.0,2012-10-31,71,1,0,0,0,756,0,15,792
1982,Post Graduate,In Relationship,27590.0,2013-04-23,38,7,0,0,1,12,0,4,618
1979,Post Graduate,In Relationship,56775.0,2013-02-01,62,5,0,0,1,937,0,25,699
1975,Post Graduate,Single,83829.0,2013-08-10,78,1,0,1,0,1862,3,17,509
1979,Post Graduate,In Relationship,54210.0,2013-05-20,18,5,0,0,1,367,0,14,591
1986,Post Graduate,In Relationship,38508.0,2013-02-08,95,8,0,0,1,443,0,20,692
1970,Post Graduate,In Relationship,53187.0,2013-10-26,66,5,0,0,1,267,0,13,432
1972,Post Graduate,In Relationship,30023.0,2014-03-24,28,8,0,0,1,61,0,6,283
1960,Post Graduate,Single,76045.0,2013-11-15,78,2,0,0,0,1323,1,21,412
1952,Post Graduate,In Relationship,50870.0,2014-06-19,13,5,0,0,1,63,0,6,196
1970,Post Graduate,In Relationship,15315.0,2013-03-08,27,5,0,0,0,64,0,8,664
1974,Post Graduate,In Relationship,65463.0,2014-01-30,17,5,0,0,1,562,1,19,336
1965,Post Graduate,In Relationship,66480.0,2014-05-31,71,4,0,0,2,312,0,19,215
1954,Post Graduate,Single,76773.0,2013-02-25,79,1,0,0,0,1156,0,16,675
1983,Post Graduate,Single,81698.0,2013-01-03,1,5,0,1,0,1104,1,16,728
1973,Post Graduate,Single,54466.0,2014-09-02,78,5,0,0,2,16,0,4,121
1960,Post Graduate,Single,98777.0,2014-02-17,23,1,0,0,0,2008,1,19,318
1984,Post Graduate,Single,16269.0,2013-08-30,75,8,0,0,1,44,0,9,489
1971,Post Graduate,In Relationship,71819.0,2013-08-28,70,6,0,0,1,1574,2,14,491
1983,Post Graduate,In Relationship,33569.0,2013-10-16,10,8,0,1,1,63,1,5,442
1983,Post Graduate,In Relationship,36262.0,2013-09-20,24,6,0,1,0,426,1,12,468
1966,Under Graduate,In Relationship,22634.0,2013-01-16,47,8,0,0,0,96,0,6,715
1978,Post Graduate,In Relationship,47025.0,2013-12-09,98,9,0,0,1,635,0,23,388
1968,Post Graduate,Single,70566.0,2013-06-10,4,3,0,0,1,757,0,22,570
1979,Post Graduate,In Relationship,31605.0,2012-11-22,15,7,0,0,1,125,0,9,770
1973,Post Graduate,Single,52034.0,2013-05-17,67,7,0,0,2,332,0,16,594
1979,Post Graduate,Single,48526.0,2013-12-24,32,3,0,0,1,135,0,8,373
1954,Post Graduate,In Relationship,46734.0,2012-11-18,40,7,0,0,1,330,0,14,774
1962,Post Graduate,Single,39552.0,2012-12-18,54,8,0,1,2,384,0,20,744
1966,Post Graduate,Single,86358.0,2012-08-08,78,8,0,0,2,1722,0,18,876
1977,Post Graduate,In Relationship,46931.0,2014-04-24,94,3,0,0,3,78,0,7,252
1985,Under Graduate,Single,16581.0,2013-12-01,51,4,0,0,0,24,0,4,396
1952,Post Graduate,Single,63998.0,2013-12-20,42,4,0,1,0,1168,0,25,377
1951,Post Graduate,In Relationship,67381.0,2013-01-15,67,7,0,0,1,957,1,17,716
1967,Post Graduate,Single,25930.0,2013-10-10,87,7,0,0,2,15,0,4,448
1978,Post Graduate,In Relationship,42693.0,2014-07-06,29,5,0,0,1,57,0,5,179
1976,Post Graduate,In Relationship,85606.0,2012-12-11,89,3,0,0,1,1956,1,24,751
1985,Post Graduate,Single,72903.0,2013-10-29,74,4,0,1,0,2013,3,21,429
1974,Post Graduate,In Relationship,49669.0,2014-05-24,97,6,0,0,1,326,0,14,222
1968,Post Graduate,In Relationship,36778.0,2012-05-08,63,9,0,0,2,77,0,9,968
1962,Post Graduate,Single,85696.0,2013-03-05,88,1,0,1,0,1313,0,20,667
1989,Post Graduate,Single,10979.0,2014-05-22,34,5,0,0,0,30,0,8,224
1961,Post Graduate,In Relationship,49678.0,2013-02-02,81,7,0,0,1,315,0,14,698
1953,Post Graduate,In Relationship,56129.0,2013-06-20,65,4,0,0,1,660,0,22,560
1989,Post Graduate,In Relationship,37155.0,2013-01-31,51,5,0,0,1,74,0,7,700
1978,Post Graduate,Single,21282.0,2014-11-05,76,6,0,0,1,46,0,7,57
1962,Post Graduate,Single,33419.0,2013-08-17,76,7,0,0,1,86,0,8,502
1945,Post Graduate,Single,63285.0,2013-05-11,84,3,0,0,0,1103,0,25,600
1974,Post Graduate,In Relationship,21255.0,2014-01-21,56,4,0,0,1,61,0,11,345
1981,Post Graduate,In Relationship,42162.0,2013-11-19,31,6,0,1,1,145,1,9,408
1956,Post Graduate,In Relationship,54450.0,2012-09-14,0,8,0,0,2,684,0,31,839
1954,Post Graduate,In Relationship,57744.0,2013-12-11,91,8,0,0,1,411,0,16,386
1986,Post Graduate,Single,26576.0,2012-10-13,40,9,0,1,1,27,1,4,810
1943,Post Graduate,Single,57513.0,2013-06-07,59,6,0,0,0,1060,0,27,573
1964,Post Graduate,In Relationship,68142.0,2012-08-29,96,6,0,0,1,1459,0,24,855
1979,Post Graduate,In Relationship,7500.0,2012-08-29,61,8,0,0,1,18,0,4,855
1974,Post Graduate,In Relationship,83145.0,2012-09-22,14,2,0,1,0,1833,1,26,831
1960,Post Graduate,In Relationship,54197.0,2014-03-04,16,1,0,0,1,237,0,12,303
1963,Post Graduate,Single,23091.0,2014-05-28,98,7,0,0,2,48,0,10,218
1976,Post Graduate,In Relationship,46049.0,2013-07-21,11,7,0,1,2,515,0,26,529
1974,Post Graduate,In Relationship,56715.0,2012-05-12,52,4,0,0,0,1020,0,15,964
1961,Post Graduate,In Relationship,79410.0,2014-05-29,19,1,0,0,0,1370,0,11,217
1951,Post Graduate,In Relationship,57304.0,2013-11-03,61,5,0,0,1,1026,0,25,424
1965,Post Graduate,In Relationship,44375.0,2014-03-23,73,5,0,0,1,301,0,12,284
1956,Post Graduate,In Relationship,54450.0,2012-09-14,0,8,0,0,2,684,0,31,839
1965,Post Graduate,In Relationship,59594.0,2012-10-20,74,7,0,0,1,499,1,17,803
1994,Post Graduate,In Relationship,80685.0,2012-08-22,55,2,0,0,0,1004,0,21,862
1974,Post Graduate,In Relationship,40344.0,2013-10-13,48,7,0,0,1,218,0,12,445
1972,Post Graduate,In Relationship,62710.0,2013-05-23,53,4,0,0,1,606,0,22,588
1968,Post Graduate,In Relationship,48985.0,2013-05-07,13,3,0,0,1,75,0,6,604
1968,Post Graduate,In Relationship,35322.0,2012-08-22,34,8,0,0,3,106,0,9,862
1948,Post Graduate,In Relationship,77142.0,2013-05-29,54,2,0,0,0,990,0,17,582
1969,Post Graduate,Single,81657.0,2014-01-22,69,1,0,0,0,1097,0,16,344
1996,Under Graduate,In Relationship,14421.0,2014-02-17,81,5,0,0,0,16,1,4,318
1974,Post Graduate,In Relationship,20130.0,2014-03-17,99,8,0,0,0,34,0,5,290
1990,Post Graduate,In Relationship,74214.0,2012-08-26,3,5,0,0,0,1711,0,16,858
1957,Post Graduate,In Relationship,66726.0,2014-12-01,61,7,0,0,2,438,1,17,31
1979,Under Graduate,In Relationship,23724.0,2013-08-01,65,8,0,0,1,75,0,7,518
1960,Post Graduate,In Relationship,47353.0,2013-11-13,93,5,0,0,1,225,0,13,414
1952,Post Graduate,In Relationship,33444.0,2012-03-11,24,8,0,0,2,18,0,4,1026
1981,Post Graduate,In Relationship,54386.0,2013-05-17,8,3,0,0,1,470,0,17,594
1981,Post Graduate,Single,28510.0,2013-04-13,72,5,0,0,2,91,0,9,628
1991,Post Graduate,Single,90638.0,2014-02-13,29,1,0,0,0,2525,1,18,322
1950,Post Graduate,In Relationship,48070.0,2013-01-13,33,7,1,0,1,504,0,19,718
1957,Post Graduate,In Relationship,43140.0,2013-05-01,68,6,0,0,1,235,0,11,610
1961,Post Graduate,Single,54959.0,2013-01-19,55,7,0,1,1,1232,1,21,712
1958,Under Graduate,Single,15056.0,2013-03-05,76,5,0,0,2,88,0,12,667
1971,Post Graduate,Single,26954.0,2014-08-05,17,7,0,0,1,17,0,4,149
1985,Post Graduate,Single,22327.0,2013-02-08,94,5,0,0,1,24,0,5,692
1965,Post Graduate,In Relationship,44393.0,2013-08-22,86,4,0,0,2,60,0,7,497
1952,Post Graduate,Single,62000.0,2013-08-25,25,4,0,0,1,1020,1,26,494
1962,Post Graduate,In Relationship,31497.0,2012-06-12,22,8,0,0,1,155,0,10,933
1974,Post Graduate,In Relationship,45894.0,2014-02-27,15,5,0,0,2,51,0,5,308
1970,Post Graduate,Single,78579.0,2012-12-22,35,3,0,1,0,1812,0,16,740
1969,Post Graduate,Single,67369.0,2012-11-17,81,4,0,1,1,1461,2,25,775
1960,Post Graduate,Single,58401.0,2014-04-20,55,4,0,0,1,96,0,6,256
1952,Post Graduate,Single,62307.0,2014-02-17,94,5,0,0,1,160,0,9,318
1969,Post Graduate,In Relationship,43641.0,2013-04-22,50,6,0,0,2,139,0,10,619
1968,Post Graduate,Single,63841.0,2013-04-21,64,6,0,0,1,908,0,22,620
1965,Post Graduate,In Relationship,46891.0,2013-01-09,91,4,0,0,1,183,0,8,722
1969,Post Graduate,In Relationship,70091.0,2013-03-31,11,8,0,0,1,1161,1,19,641
1972,Post Graduate,In Relationship,78075.0,2014-05-04,72,1,0,0,0,988,0,14,242
1961,Post Graduate,Single,59184.0,2012-09-09,6,5,0,0,1,1072,0,27,844
1977,Post Graduate,In Relationship,54809.0,2013-11-09,0,4,0,0,2,174,0,12,418
1959,Post Graduate,In Relationship,58113.0,2013-01-25,66,7,1,0,1,758,0,22,706
1958,Post Graduate,In Relationship,51412.0,2013-12-31,42,4,0,0,1,195,0,11,366
1979,Post Graduate,Single,15287.0,2012-10-10,60,7,0,1,1,31,1,6,813
1957,Post Graduate,In Relationship,66636.0,2013-08-17,64,1,0,0,0,1084,0,17,502
1956,Post Graduate,In Relationship,50965.0,2013-02-20,87,8,0,0,1,685,1,22,680
1965,Post Graduate,In Relationship,84618.0,2013-11-22,96,2,0,0,0,1672,1,26,405
1990,Post Graduate,In Relationship,18351.0,2013-10-29,1,7,0,0,0,43,0,6,429
1957,Post Graduate,In Relationship,40451.0,2014-02-16,54,5,0,0,2,49,1,5,319
1965,Post Graduate,In Relationship,36317.0,2013-05-22,53,7,0,0,1,133,0,9,589
1957,Post Graduate,In Relationship,42213.0,2013-12-10,96,7,0,0,1,363,1,15,387
1955,Post Graduate,In Relationship,65748.0,2013-04-15,58,1,1,0,1,545,0,18,626
1972,Post Graduate,In Relationship,77044.0,2013-10-27,12,4,0,0,1,1065,1,31,431
1969,Post Graduate,In Relationship,74918.0,2013-12-03,78,3,0,0,0,2047,1,21,394
1972,Post Graduate,In Relationship,56721.0,2012-10-31,64,6,0,0,2,296,0,15,792
1975,Post Graduate,Single,42160.0,2013-06-28,26,6,0,1,2,140,0,11,552
1965,Post Graduate,Single,61559.0,2013-07-17,8,3,0,0,1,530,0,17,533
1963,Post Graduate,In Relationship,33629.0,2012-08-08,49,9,0,0,2,152,0,13,876
1991,Post Graduate,In Relationship,68682.0,2013-06-10,56,2,0,0,0,1598,0,24,570
1963,Post Graduate,Single,34377.0,2013-01-19,55,7,0,0,1,114,0,8,712
1986,Under Graduate,Single,8940.0,2012-08-22,25,8,0,0,1,101,0,10,862
1973,Post Graduate,In Relationship,26228.0,2013-09-22,50,8,0,0,1,25,0,4,466
1957,Post Graduate,Single,77297.0,2013-01-26,84,4,0,0,0,789,1,22,705
1981,Post Graduate,In Relationship,40211.0,2013-07-30,30,8,0,0,2,87,1,7,520
1958,Post Graduate,Single,33438.0,2013-09-22,81,5,0,0,2,90,0,11,466
1959,Post Graduate,In Relationship,75032.0,2013-04-28,74,3,0,0,1,1215,0,20,613
